"Q2982113",0,"Q229364",0
"Q2982113",0,"Q229364",0
"Q17811637",0,"Q145",0
"Q17811637",0,"Q145",0
"Q240922",0,"Q145",0
"Q240922",0,"Q145",0
"Q776899",0,"Q10152",0
"Q776899",0,"Q10152",0
"Q510991",0,"Q145",0
"Q510991",0,"Q145",0
"Q48187",0,"Q193740",0
"Q48187",0,"Q193740",0
"Q1393983",0,"Q459026",0
"Q1393983",0,"Q459026",0
"Q16765974",0,"Q414",0
"Q16765974",0,"Q414",0
"Q3288794",0,"Q38393",0
"Q3288794",0,"Q38393",0
"Q5084390",0,"Q42455",0
"Q5084390",0,"Q42455",0
"Q457306",0,"Q1350489",0
"Q457306",0,"Q1350489",0
"Q1475674",0,"Q237659",0
"Q1475674",0,"Q237659",0
"Q3573158",0,"Q513712",0
"Q3573158",0,"Q513712",0
"Q3808965",0,"Q84737",0
"Q3808965",0,"Q84737",0
"Q1756919",0,"Q350640",0
"Q1756919",0,"Q350640",0
"Q6303551",0,"Q5954149",0
"Q6303551",0,"Q5954149",0
"Q23725822",0,"Q26267642",0
"Q23725822",0,"Q26267642",0
"Q6394485",0,"Q2664624",0
"Q6394485",0,"Q2664624",0
"Q1972714",0,"Q1980399",0
"Q1972714",0,"Q1980399",0
"Q5297971",0,"Q6681672",0
"Q5297971",0,"Q6681672",0
"Q276005",0,"Q145",0
"Q276005",0,"Q145",0
"Q4928860",0,"Q188426",0
"Q4928860",0,"Q188426",0
"Q169516",0,"Q1885940",0
"Q169516",0,"Q1885940",0
"Q716027",0,"Q1221747",0
"Q716027",0,"Q1221747",0
"Q180861",0,"Q188740",0
"Q180861",0,"Q188740",0
"Q1514030",0,"Q194333",0
"Q1514030",0,"Q194333",0
"Q28864838",0,"Q7651466",0
"Q28864838",0,"Q7651466",0
"Q238941",0,"Q6582834",0
"Q238941",0,"Q6582834",0
"Q23058779",0,"Q207197",0
"Q23058779",0,"Q207197",0
"Q217280",0,"Q2693525",0
"Q217280",0,"Q2693525",0
"Q561127",0,"Q270",0
"Q561127",0,"Q270",0
"Q18670867",0,"Q2958359",0
"Q18670867",0,"Q2958359",0
"Q5340249",0,"Q145",0
"Q5340249",0,"Q145",0
"Q3141581",0,"Q3595959",0
"Q3141581",0,"Q3595959",0
"Q62342",0,"Q1794",0
"Q62342",0,"Q1794",0
"Q16494506",0,"Q56162061",0
"Q16494506",0,"Q56162061",0
"Q127764",0,"Q3101916",0
"Q127764",0,"Q3101916",0
"Q725167",0,"Q717584",0
"Q725167",0,"Q717584",0
"Q4264637",0,"Q478850",0
"Q4264637",0,"Q478850",0
"Q4905675",0,"Q185610",0
"Q4905675",0,"Q185610",0
"Q1474562",0,"Q2506373",0
"Q1474562",0,"Q2506373",0
"Q4835491",0,"Q573323",0
"Q4835491",0,"Q573323",0
"Q5976701",0,"Q7185654",0
"Q5976701",0,"Q7185654",0
"Q17040861",0,"Q633",0
"Q17040861",0,"Q633",0
"Q202017",0,"Q170027",0
"Q202017",0,"Q170027",0
"Q212873",0,"Q145",0
"Q212873",0,"Q145",0
"Q1396031",0,"Q29999",0
"Q1396031",0,"Q29999",0
"Q51023",0,"Q1429449",0
"Q51023",0,"Q1429449",0
"Q48502",0,"Q28513",0
"Q48502",0,"Q28513",0
"Q2711511",0,"Q189599",0
"Q2711511",0,"Q189599",0
"Q4496414",0,"Q15180",0
"Q4496414",0,"Q15180",0
"Q40715",0,"Q56085709",0
"Q40715",0,"Q56085709",0
"Q237805",0,"Q1150306",0
"Q237805",0,"Q1150306",0
"Q5562929",0,"Q700359",0
"Q5562929",0,"Q700359",0
"Q224650",0,"Q691203",0
"Q224650",0,"Q691203",0
"Q4267746",0,"Q478850",0
"Q4267746",0,"Q478850",0
"Q1698",0,"Q926749",0
"Q1698",0,"Q926749",0
"Q63166054",0,"Q325872",0
"Q63166054",0,"Q325872",0
"Q62766",0,"Q1459443",0
"Q62766",0,"Q1459443",0
"Q11982784",0,"Q385471",0
"Q11982784",0,"Q385471",0
"Q4054599",0,"Q12554897",0
"Q4054599",0,"Q12554897",0
"Q4836821",0,"Q710838",0
"Q4836821",0,"Q710838",0
"Q5086117",0,"Q145",0
"Q5086117",0,"Q145",0
"Q414",0,"Q916",0
"Q414",0,"Q916",0
"Q1991449",0,"Q184697",0
"Q1991449",0,"Q184697",0
"Q19795129",0,"Q6824033",0
"Q19795129",0,"Q6824033",0
"Q42356553",0,"Q214226",0
"Q42356553",0,"Q214226",0
"Q5302783",0,"Q588315",0
"Q5302783",0,"Q588315",0
"Q61775508",0,"Q2154406",0
"Q61775508",0,"Q2154406",0
"Q3742333",0,"Q52413",0
"Q3742333",0,"Q52413",0
"Q11998",0,"Q1200368",0
"Q11998",0,"Q1200368",0
"Q7493813",0,"Q433417",0
"Q7493813",0,"Q433417",0
"Q2199572",0,"Q29999",0
"Q2199572",0,"Q29999",0
"Q1132431",0,"Q145",0
"Q1132431",0,"Q145",0
"Q15039835",0,"Q44380",0
"Q15039835",0,"Q44380",0
"Q2566313",0,"Q2599",0
"Q2566313",0,"Q2599",0
"Q2540023",0,"Q513644",0
"Q2540023",0,"Q513644",0
"Q1676668",0,"Q450600",0
"Q1676668",0,"Q450600",0
"Q151435",0,"Q3325109",0
"Q151435",0,"Q3325109",0
"Q975911",0,"Q5035920",0
"Q975911",0,"Q5035920",0
